,souseki_AI.txt,rashomon.txt,sorekara.txt,ginga_tetsudono_yoru.txt,kokoro.txt,kumono_ito.txt,serohikino_goshu.txt
読み,0,0,4,1,10,0,0
読みかけ,0,0,0,0,1,0,0
読み掛け,0,0,3,0,0,0,0
読み直し,0,0,1,0,0,0,0
読む,0,0,11,3,10,0,0
読め,0,0,1,0,2,0,0
読める,0,0,1,0,1,0,0
読もう,0,0,0,0,2,0,0
読ん,0,0,23,3,22,0,0
読上げ,0,0,1,0,0,0,0
調え,0,0,1,0,0,0,0
調える,0,0,1,0,1,0,0
調べ,0,0,5,0,4,0,0
調べる,0,0,0,1,0,0,0
請合っ,0,0,1,0,0,0,0
論じ合い,0,0,0,0,1,0,0
諦め,0,0,3,0,0,0,0
諭し,0,0,1,0,0,0,0
諷し,0,0,0,0,1,0,0
講じ,0,0,1,0,2,0,0
謝し,0,0,0,0,1,0,0
謹ん,0,0,1,0,0,0,0
譲ら,0,0,0,0,4,0,0
譲り渡す,0,0,1,0,0,0,0
譲る,0,0,0,0,1,0,0
負う,0,0,5,0,0,0,0
負け,0,0,0,0,3,0,1
負ける,0,0,1,0,0,0,0
負っ,0,0,3,0,0,0,0
負わ,0,0,0,0,1,0,0
貧しい,0,0,1,0,0,0,0
貫い,0,0,0,0,3,0,0
責め,0,0,2,0,2,0,0
責める,0,0,0,0,2,0,0
貯っ,0,0,1,0,0,0,0
貰,0,0,1,1,1,0,0
貰い,0,0,21,0,2,0,0
貰い受ける,0,0,0,0,1,0,0
貰う,0,0,15,0,3,0,0
貰え,0,0,6,0,2,0,0
貰える,0,0,2,0,0,0,0
貰えれ,0,0,1,0,0,0,0
貰おう,0,0,2,0,0,0,0
貰っ,0,0,21,1,17,0,0
貰よ,0,0,1,0,0,0,0
貰わ,0,0,8,0,1,0,0
貴い,0,0,0,0,1,0,0
貶す,0,0,1,0,0,0,0
買い,0,0,1,0,3,0,0
買い被っ,0,0,2,0,0,0,0
買い込ん,0,0,2,0,0,0,0
買い集め,0,0,0,0,1,0,0
買う,0,0,2,0,11,0,0
買え,0,0,1,0,0,0,0
買おう,0,0,2,0,0,0,0
買っ,0,1,20,2,8,0,0
買わ,0,0,1,0,0,0,0
貸さ,0,0,3,0,1,0,0
貸し,0,0,12,0,1,0,0
貸す,0,0,0,0,1,0,0
貸せ,0,0,1,0,0,0,0
貸そう,0,0,0,0,1,0,0
費やさ,0,0,1,0,0,0,0
費やし,0,0,4,0,1,0,0
貼り付け,0,0,1,0,2,0,0
賞め,0,0,9,0,2,0,0
賞める,0,0,0,0,1,0,0
贈っ,0,0,2,0,0,0,0
贈ら,0,0,1,0,0,0,0
赤い,0,0,20,11,6,0,0
赤かっ,0,0,3,0,0,0,0
赤く,0,3,13,7,2,0,1
赤らめ,0,0,0,0,1,0,0
赧らめ,0,0,1,0,1,0,0
走っ,0,0,0,13,0,0,3
走り,0,0,1,9,1,0,1
走り寄っ,0,0,0,1,0,0,0
走る,0,0,0,2,3,0,0
走れ,0,0,0,1,0,0,0
起き,0,0,7,0,8,0,0
起きあがっ,0,0,0,0,0,0,2
起きる,0,0,2,0,3,0,0
起きろ,0,0,0,0,1,0,0
起き上がっ,0,0,3,0,0,0,0
起き上がり,0,0,0,0,1,0,0
起き上がる,0,0,0,0,1,0,0
起き上っ,0,0,1,0,2,0,0
起さ,0,0,7,0,2,0,0
起し,0,1,7,0,9,0,0
起す,0,0,1,0,1,0,0
起する,0,0,1,0,0,0,0
起そう,0,0,0,0,1,0,0
起っ,0,1,12,1,18,0,0
起ら,0,0,11,0,10,0,0
起り,0,0,3,1,7,0,0
起る,0,0,13,0,16,0,0
越える,0,0,0,1,0,0,0
越さ,0,0,0,0,2,0,0
越し,0,0,3,0,3,0,0
越す,0,0,1,0,1,0,0
足し,0,0,0,0,1,0,0
足す,0,0,0,0,1,0,0
足ら,0,0,9,0,2,0,0
足り,0,0,11,0,17,0,0
足りる,0,0,0,0,1,0,0
足る,0,0,1,0,1,0,0
跟け,0,0,0,0,1,0,0
跨い,0,0,1,0,0,0,0
跨が,0,0,0,0,1,0,0
跨がっ,0,0,0,0,1,0,0
跨がる,0,0,1,0,0,0,0
跨ぎ,0,0,1,0,0,0,0
跨ぐ,0,0,0,0,1,0,0
跪い,0,0,0,0,4,0,0
跪き,0,0,0,0,1,0,0
跪く,0,0,0,0,1,0,0
跳,0,0,0,0,2,0,0
跳ね,0,0,1,0,1,0,0
跳ね起き,0,0,2,0,0,0,0
跳ん,0,0,0,1,0,0,0
踊っ,0,0,0,1,0,0,0
踊る,0,0,0,1,0,0,0
踏まえる,0,0,1,0,0,0,0
踏み倒さ,0,0,0,0,1,0,0
踏み出し,0,0,1,0,1,0,0
踏み出す,3,0,1,0,0,0,0
踏み出そう,0,0,0,0,1,0,0
踏み外し,0,0,2,0,1,0,0
踏み殺そう,0,0,0,0,0,1,0
踏み留まっ,0,0,1,0,2,0,0
踏み超え,0,0,1,0,0,0,0
踏み込ま,0,0,2,0,0,0,0
踏み込め,0,0,1,0,0,0,0
踏み込ん,0,0,2,0,2,0,0
踏む,0,0,1,0,0,0,0
踏ん,0,0,1,0,1,0,1
踏ん張っ,0,0,1,0,0,0,0
踏ん込み,0,0,0,0,1,0,0
蹲っ,0,1,0,0,0,0,0
蹴倒し,0,1,0,0,0,0,0
蹴散らし,0,0,0,0,1,0,0
躁ぐ,0,0,1,0,0,0,0
躍ら,0,0,1,1,0,0,0
躍らし,0,0,1,0,0,0,0
躍らす,0,0,1,0,0,0,0
躍り上がり,0,0,0,0,1,0,0
躍り狂っ,0,0,0,0,1,0,0
身動が,0,0,1,0,0,0,0
転々,0,0,1,0,0,0,0
転がし,0,0,1,0,0,0,0
軽い,0,0,6,0,3,0,0
軽く,1,0,3,2,3,0,0
較べる,0,0,1,0,0,0,0
載せ,0,0,9,0,8,0,0
載っ,0,0,1,1,1,0,0
輝い,0,0,4,0,2,0,0
輝やい,0,0,1,0,0,0,0
轢か,0,0,1,0,0,0,0
辛い,0,0,0,0,4,0,0
辛うじて,0,0,2,0,0,0,0
辛かっ,0,0,1,0,4,0,0
辛く,0,0,1,0,1,0,0
辞し,0,0,2,0,1,0,0
辞する,0,0,1,0,0,0,0
辱う,0,0,1,0,0,0,0
込ま,0,0,0,2,0,0,0
込み,0,0,0,0,0,0,1
込み入っ,0,0,3,0,2,0,0
込み入り,0,0,1,0,0,0,0
込み入る,0,0,1,0,0,0,0
込む,0,0,1,0,3,0,0
込め,0,0,0,0,1,0,0
込もう,0,0,1,0,0,0,0
込ん,0,0,1,1,1,0,0
辿っ,0,0,2,0,4,0,0
辿りつき,0,0,0,0,1,0,0
迎え,1,0,5,0,6,0,0
迎える,0,0,2,0,0,0,0
近々,0,0,2,0,0,0,0
近い,0,0,4,2,8,0,0
近き,0,0,2,0,0,0,0
近く,0,0,2,0,1,1,0
近づい,0,0,2,0,0,0,0
近づか,0,0,1,0,1,0,0
近づき,0,0,1,0,3,0,0
近づく,1,0,1,1,3,0,0
近づけ,0,0,0,0,0,0,1
近づこう,0,0,0,0,1,0,0
近よっ,0,0,0,1,0,0,0
近付い,0,0,1,1,0,0,0
近付き,0,0,1,0,0,0,0
近付け,0,0,0,0,1,0,0
近寄せ,0,0,1,0,0,0,0
近寄っ,0,0,3,0,0,0,0
近寄ら,0,0,2,0,0,0,0
近寄り,0,0,1,0,0,0,0
返さ,0,0,1,0,1,0,0
返し,0,0,3,1,3,0,0
返す,0,0,4,0,1,0,0
返せ,0,0,3,0,0,0,0
返せる,0,0,4,0,0,0,0
返そう,0,0,1,0,0,0,0
返っ,0,0,5,0,3,0,0
返り,0,0,0,0,1,0,0
返る,0,0,1,0,1,0,0
述べ,0,0,14,0,13,0,0
述べる,0,0,1,0,1,0,0
述べ立て,0,0,1,0,0,0,0
迷い,0,0,0,0,3,0,0
迷う,0,0,1,0,4,0,0
迷っ,0,0,1,0,4,0,0
迷わ,0,1,0,0,0,0,0
迷付い,0,0,1,0,0,0,0
迸っ,0,0,0,0,2,0,0
追い上げ,0,0,0,0,0,1,0
追い出さ,0,1,0,0,0,0,0
追い出し,0,0,0,0,1,0,0
追い帰す,0,0,1,0,0,0,0
追い懸け,0,0,0,0,1,0,0
追い払う,0,0,1,0,0,0,0
追い払っ,0,0,0,0,0,0,1
追い掛け,0,0,1,0,2,0,0
追い詰め,0,0,1,0,0,0,0
追う,0,0,1,0,0,0,0
追っ,0,0,0,2,0,0,0
追ひ,0,0,0,2,0,0,0
追わ,0,0,1,0,0,0,0
退い,0,0,2,0,3,0,0
退がろう,0,0,1,0,0,0,0
退く,0,0,1,0,0,0,0
退ける,0,0,0,0,1,0,0
退こう,0,0,0,0,1,0,0
退ぞい,0,0,2,0,0,0,0
退ぞけ,0,0,1,0,0,0,0
送っ,0,0,15,1,8,0,0
送ら,0,0,0,0,1,0,0
送り,0,0,1,2,0,0,0
送る,0,0,3,0,3,0,0
送ろう,0,0,0,0,1,0,0
逃げ,0,0,2,0,3,0,0
逃げよう,0,1,0,0,0,0,0
逃げる,0,0,2,0,0,0,0
逃れ,0,0,1,0,0,0,0
逃れよう,0,0,1,0,0,0,0
逃れ出よう,0,0,1,0,0,0,0
逃れ出る,0,0,0,0,1,0,0
逆,0,0,1,0,0,0,0
逆い,0,0,0,0,1,0,0
逆おう,0,0,1,0,0,0,0
逆らう,0,0,0,0,1,0,0
逆らっ,0,0,1,0,0,0,0
逆らわ,0,0,0,0,2,0,0
透かし,0,0,3,0,0,0,0
透かす,0,0,2,0,0,0,0
透き,0,0,1,0,0,1,0
透き徹る,0,0,0,0,1,0,0
透き通っ,0,0,1,0,0,0,0
透き通る,0,0,0,0,1,0,0
透し,0,0,1,0,0,0,0
透る,0,0,1,0,0,0,0
逐い,0,0,1,0,0,0,0
逐う,0,0,1,0,0,0,0
途切れ,0,0,0,0,1,0,0
途絶え,0,0,0,0,1,0,0
這い上っ,0,0,0,0,0,1,0
這い纏わっ,0,0,1,0,0,0,0
這い込ん,0,0,0,0,1,0,0
這う,0,1,1,0,0,0,0
這っ,0,1,1,0,0,1,0
這入っ,0,0,50,0,0,0,0
這入ら,0,0,1,0,0,0,0
這入り,0,0,2,0,0,0,0
這入る,0,0,7,0,0,0,0
這入れ,0,0,1,0,0,0,0
這入ろう,0,0,4,0,0,0,0
這入ん,0,0,1,0,0,0,0
通い,0,0,1,0,0,0,0
通さ,0,0,3,0,0,0,0
通し,0,0,10,0,6,0,0
通じ,0,1,4,0,6,0,0
通じる,0,0,1,0,0,0,0
通す,0,0,1,0,4,0,0
通っ,0,0,12,10,3,0,0
通ら,0,0,2,1,2,0,0
通り,0,0,0,4,1,1,1
通りかかっ,0,1,0,0,0,0,0
通り抜け,0,0,1,0,9,0,0
通り抜ける,0,0,0,0,1,0,0
通り越し,0,0,4,0,2,0,0
通り越す,0,0,1,1,1,0,0
通り過ぎ,0,0,0,1,0,0,0
通り過ぎる,0,0,1,0,0,0,0
通る,0,0,8,3,7,0,0
通ろう,0,0,0,0,1,0,0
逞ましい,0,0,1,0,0,0,0
速,0,0,0,2,0,0,0
速い,0,0,0,1,0,0,0
造っ,0,1,1,0,1,0,0
造り上げ,0,0,0,0,1,0,0
造る,0,0,0,0,1,0,0
逢い,0,0,5,0,1,0,0
逢う,0,0,10,0,0,0,0
逢おう,0,0,2,0,0,0,0
逢っ,0,0,29,0,0,0,0
逢わ,0,0,8,0,0,0,0
逢わし,0,0,2,0,0,0,0
連,0,0,1,0,0,0,0
連なっ,0,0,1,0,0,0,0
連なる,0,0,1,0,0,0,0
連れ,0,0,22,1,8,0,0
連れ出し,0,0,0,0,1,0,0
連れ立っ,0,0,2,0,3,0,0
連れ込み,0,0,0,0,1,0,0
連れ込ん,0,0,0,0,1,0,0
進ま,0,0,2,0,2,0,0
進み,0,0,0,2,4,0,1
進む,3,0,1,1,4,0,0
進め,1,0,2,0,3,0,0
進める,0,0,1,0,0,0,0
進もう,0,0,0,0,2,0,0
進ん,0,0,20,3,17,0,0
逸し,0,0,0,0,1,0,0
逸する,0,0,0,0,1,0,0
逼っ,0,0,6,0,2,0,0
逼ら,0,0,1,0,1,0,0
逼る,0,0,1,0,0,0,0
遁げ,0,0,0,2,0,0,1
遁げる,0,0,0,1,0,0,0
遂げ,0,0,1,0,0,0,0
遂に,0,0,12,0,0,0,0
遅,0,0,1,0,0,0,0
遅い,0,1,2,0,3,0,0
遅う,0,0,2,0,0,0,0
遅かっ,0,0,3,0,0,0,0
遅く,0,0,10,0,4,0,2
遅れ,0,0,0,2,0,0,0
遅れる,0,0,0,0,0,0,1
遇し,0,0,0,0,1,0,0
遊ば,0,0,0,1,0,0,0
遊び,0,0,8,2,6,0,0
遊ぶ,0,0,1,0,1,0,0
遊ぼう,0,0,1,0,0,0,0
遊ん,0,0,8,3,11,0,0
運ば,0,0,0,0,5,0,0
運び,0,0,0,0,0,0,1
運び去ら,0,0,0,0,1,0,0
運び去る,0,0,1,0,0,0,0
運ぶ,0,0,2,0,0,0,0
運ん,0,0,2,0,5,0,0
過,0,0,3,0,1,0,0
過ぎ,0,0,36,5,26,0,3
過ぎる,0,0,13,0,12,0,0
過ぎ去っ,0,0,1,0,0,0,0
過ごし,2,0,2,0,4,0,0
過ごす,0,0,1,0,1,0,0
過し,0,0,3,0,0,0,0
過り,0,0,0,0,1,0,0
道々,0,0,0,0,1,0,0
道すがら,1,0,0,0,0,0,0
達し,0,0,9,0,1,0,0
達する,0,0,1,0,0,0,0
達せ,0,0,0,0,2,0,0
違い,0,0,0,0,8,0,0
違う,4,0,7,0,4,0,0
違っ,0,0,17,0,34,0,0
遠い,4,0,6,5,7,2,0
遠から,0,0,2,0,0,0,0
遠く,1,0,0,3,1,0,0
遠ざかっ,0,0,1,0,0,0,0
遠ざけ,0,0,0,0,1,0,0
遠ざけよう,0,0,0,0,1,0,0
遠のき,1,0,0,0,0,0,0
遠退い,0,0,2,0,2,0,0
遠退く,0,0,1,0,0,0,0
遣い,0,0,0,0,1,0,0
遣っ,0,0,42,0,1,0,0
遣ら,0,0,8,0,0,0,0
遣り,0,0,9,0,0,0,0
遣り込め,0,0,1,0,0,0,0
遣り込める,0,0,2,0,0,0,0
遣り遂げ,0,0,1,0,0,0,0
遣る,0,0,20,0,0,0,0
遣れ,0,0,5,0,0,0,0
遣ろう,0,0,2,0,0,0,0
遥か,0,0,0,0,1,1,0
適し,0,0,3,0,0,0,0
適わ,0,0,1,0,0,0,0
遭っ,0,0,1,0,0,0,0
遮ぎっ,0,0,3,0,0,0,0
遮っ,0,0,3,0,3,0,0
遮り,0,0,0,0,1,0,0
遮る,0,0,0,0,2,0,0
選ば,0,2,0,0,0,0,0
選ん,0,3,2,0,1,0,0
避け,1,0,5,1,3,0,0
避ける,0,0,4,1,2,0,0
配っ,0,0,0,0,1,0,0
酔う,0,0,2,0,1,0,0
酔え,0,0,0,0,1,0,0
酔っ,0,0,4,1,1,0,0
酔払っ,0,0,1,0,0,0,0
酷かっ,0,0,3,0,1,0,0
醒す,0,0,1,0,0,0,0
醒まさ,0,0,1,0,0,0,0
醒まし,0,0,2,0,0,0,0
醒め,0,0,0,0,1,0,0
醜くい,0,0,1,0,0,0,0
重,0,0,1,0,1,0,1
重々しい,0,0,0,0,1,0,0
重い,0,0,13,0,4,0,0
重かっ,0,0,2,0,0,0,0
重く,0,0,7,0,6,0,0
重たい,0,0,0,0,1,0,0
重たく,0,1,0,0,1,0,0
重な,0,0,1,0,1,0,0
重なり合っ,0,0,1,1,1,0,0
重なる,0,0,3,0,2,0,0
重なれ,0,0,1,0,0,0,0
重ね,0,1,9,2,6,0,0
重ねる,0,0,0,0,1,0,0
重ね直し,0,0,0,1,0,0,0
重んじ,0,0,0,0,1,0,0
重んずる,0,0,0,0,1,0,0
重苦しい,0,0,3,0,0,0,0
重苦しく,0,0,1,0,2,0,0
釣っ,0,0,1,0,0,0,0
釣り合わ,0,0,0,0,1,0,0
釣り込ま,0,0,1,0,2,0,0
釣る,0,0,1,0,0,0,0
鈍い,0,0,1,0,4,0,0
鈍く,0,0,0,0,2,0,0
鈍っ,0,0,0,0,1,0,0
鈍ら,0,0,1,0,1,0,0
鈍る,0,0,0,0,1,0,0
鋭,0,0,2,0,0,0,0
鋭い,0,1,0,0,1,0,0
鋭く,0,0,2,0,1,0,0
鋭どい,0,0,4,0,0,0,0
鋭どく,0,0,3,0,0,0,0
鋳,0,0,0,1,0,0,0
錆び付き,0,0,0,0,1,0,0
鎖さ,0,0,2,0,0,0,0
鎖ざさ,0,0,0,0,2,0,0
鎮まる,0,0,1,0,0,0,0
長,0,0,5,0,1,0,0
長い,0,4,26,0,21,0,1
長く,0,0,13,2,11,0,0
長らく,0,0,2,0,0,0,0
閃き,0,0,0,0,1,0,0
閃く,0,0,1,0,0,0,0
閃めい,0,0,1,0,0,0,0
閃めく,0,0,1,0,0,0,0
閉じ,2,0,2,0,2,0,0
閉じ籠っ,0,0,2,0,2,0,0
閉め,0,0,1,0,1,0,0
開い,0,1,7,3,7,1,0
開か,1,0,2,0,1,0,0
開かし,0,0,0,0,1,0,0
開き,1,0,0,0,2,0,0
開き直っ,0,0,0,0,1,0,0
開く,0,0,3,0,2,0,1
開け,0,0,26,0,26,0,0
開ける,0,0,2,0,6,0,0
開け放っ,0,0,1,0,0,0,0
開こう,0,0,0,0,2,0,0
間々,0,0,0,0,1,0,0
間に合う,0,0,0,0,3,0,0
間に合わ,0,0,1,0,4,0,0
間違え,0,0,2,0,1,0,0
間違っ,0,0,3,0,1,0,0
関し,0,0,6,0,6,0,0
関する,0,0,2,0,2,0,0
関わら,0,0,1,0,0,0,0
関わる,0,0,2,0,0,0,0
闘う,0,0,1,0,1,0,0
防い,0,0,0,0,1,0,0
附い,0,0,2,0,0,0,0
附け,0,0,1,1,0,0,0
附け加え,0,0,1,0,1,0,0
附け加える,0,0,0,0,1,0,0
降っ,0,0,5,0,0,0,0
降ら,0,0,1,0,0,0,0
降り,0,0,8,8,0,0,1
降りかかっ,0,0,0,1,0,0,0
降りる,0,0,0,1,1,0,0
降る,0,0,2,2,1,0,0
限っ,0,0,4,0,3,0,0
限ら,0,0,4,0,9,0,0
限り,0,0,0,0,1,0,0
限る,0,0,2,0,3,0,0
除け,0,0,1,0,0,0,0
陥いり,0,0,1,0,0,0,0
陥し入れ,0,0,0,0,1,0,0
陥っ,1,0,6,0,5,0,0
陥ら,0,0,1,0,0,0,0
陥り,0,0,0,0,1,0,0
陥る,0,0,1,0,0,0,0
陳べ,0,0,1,0,0,0,0
険しい,0,0,1,0,0,0,0
隈なく,0,0,1,0,0,0,0
随い,0,0,1,0,1,0,0
随分,0,0,10,0,0,0,0
隔たっ,0,0,0,0,2,0,0
隔っ,0,0,1,0,1,0,0
隔て,0,0,2,0,0,0,0
際だっ,0,0,1,0,0,0,0
際どい,0,0,1,0,1,0,0
際立っ,0,0,2,0,0,0,0
障っ,0,0,1,0,0,0,0
障ら,0,0,2,0,0,0,0
隠さ,0,0,0,0,3,0,0
隠し,0,0,2,0,12,0,0
隠す,0,0,4,0,6,0,0
隠れ,0,0,2,0,0,0,0
隠れる,0,0,0,0,1,0,0
集っ,0,1,1,5,0,0,0
集まっ,0,0,2,1,2,0,0
集まる,1,0,1,0,1,0,0
集め,0,0,1,0,3,0,0
集る,0,0,1,0,0,0,0
雇っ,0,0,5,0,0,0,0
雇わ,0,0,1,0,0,0,0
離さ,0,0,1,0,2,0,0
離し,0,1,2,0,0,0,0
離す,0,0,1,0,1,0,0
離そう,0,0,1,0,0,0,0
離れ,0,0,22,0,12,0,0
離れる,0,0,2,0,5,0,0
離れれ,0,0,1,0,1,0,0
雪崩れ,0,0,1,0,0,0,0
零さ,0,0,1,0,0,0,0
零し,0,0,2,0,0,0,0
零れ,0,0,2,0,0,0,0
零れる,0,0,1,0,0,0,0
震える,0,0,1,0,1,0,0
震わせ,0,0,0,0,2,0,0
霞む,0,0,0,0,1,0,0
霞ん,0,0,1,0,0,0,0
青い,0,0,6,14,1,0,1
青く,0,0,0,6,1,0,1
青ざめ,0,0,0,3,0,0,0
青じろ,0,0,0,1,0,0,0
青じろい,0,0,0,8,0,0,0
青じろく,0,0,0,2,0,0,0
青白い,0,0,0,2,0,0,0
青白く,0,0,0,4,0,0,0
静まっ,0,0,1,0,2,0,0
静まり,0,0,0,0,2,0,0
静まり返っ,0,0,0,0,0,1,0
静まる,0,0,0,0,1,0,0
非道かっ,0,0,0,0,1,0,0
面する,0,0,1,0,0,0,0
面白,0,0,5,1,4,0,1
面白い,0,0,14,0,2,0,1
面白かっ,0,0,1,0,0,0,0
面白かろう,0,0,1,0,0,0,0
面白く,0,0,10,1,5,0,1
鞘走ら,0,1,0,0,0,0,0
響,0,0,2,0,0,0,0
響い,2,0,11,0,4,0,0
響かし,0,0,1,0,0,0,0
響き,1,0,0,0,2,0,0
響く,0,0,0,0,1,0,0
頂き,0,0,0,0,2,0,0
頂く,0,0,1,0,0,0,0
順々,0,0,3,0,1,0,0
順次,0,0,1,0,0,0,0
預かっ,0,0,0,0,1,0,0
預け,0,0,0,0,1,0,0
頗る,0,0,10,0,1,0,0
領し,0,0,0,0,1,0,0
頬張っ,0,0,0,0,1,0,0
頷い,3,0,0,0,0,0,0
頷き,1,0,0,0,0,0,0
頻り,0,0,2,0,1,0,0
頼ま,0,0,3,0,4,0,0
頼み,0,0,1,0,7,0,0
頼む,0,0,11,0,6,0,0
頼もう,0,0,0,0,3,0,0
頼もしい,0,0,0,0,2,0,0
頼もしく,0,0,1,0,1,0,0
頼りな,0,0,0,0,1,0,0
頼る,0,0,0,0,1,0,0
頼ん,0,0,16,0,16,0,0
題する,0,0,1,0,0,0,0
願い,0,0,2,0,1,0,0
類し,0,0,1,0,0,0,0
顧み,0,0,6,0,8,0,0
顧みる,0,0,1,0,1,0,0
顧る,0,1,0,0,0,0,0
顫う,0,0,1,0,0,0,0
顫え,0,0,4,0,4,0,0
顫える,0,0,6,0,2,0,0
顫へ,0,0,0,1,0,0,0
顫わ,0,0,2,0,1,0,0
飛,0,0,0,0,1,0,0
飛ば,0,0,1,0,0,0,0
飛ばし,0,0,0,0,0,0,1
飛びこん,0,0,0,1,0,0,0
飛びたち,0,0,0,0,0,0,1
飛びだし,0,0,0,1,0,0,1
飛びつい,0,0,0,1,0,0,0
飛びつき,0,0,0,0,0,0,2
飛びのき,0,0,0,0,0,0,2
飛びまわっ,0,1,0,0,0,0,0
飛び上がっ,0,0,2,0,0,0,0
飛び上がる,0,0,1,0,0,0,0
飛び上っ,0,2,0,0,0,0,0
飛び下り,0,0,1,1,0,0,0
飛び下りる,0,0,1,0,0,0,0
飛び乗っ,0,0,1,1,1,0,0
飛び付い,0,0,1,0,0,0,0
飛び出し,0,0,8,1,1,0,0
飛び出す,0,0,2,0,0,0,0
飛び出る,0,0,1,0,0,0,0
飛び移っ,0,0,1,0,0,0,0
飛び立ち,0,0,0,0,0,0,1
飛び立つ,0,0,0,0,1,0,0
飛び込み,0,0,0,0,1,0,0
飛び込ん,0,0,2,0,1,0,0
飛び返っ,0,0,1,0,0,0,0
飛ぶ,0,0,0,1,0,0,0
飛ん,0,0,4,5,1,0,2
食,0,0,1,0,0,0,0
食い,0,0,2,0,6,0,0
食いしばっ,0,0,0,0,1,0,0
食い付い,0,0,1,0,0,0,0
食い付く,0,0,0,0,1,0,0
食い込む,0,0,0,0,1,0,0
食い込め,0,0,1,0,0,0,0
食い違っ,0,0,1,0,0,0,0
食う,0,0,17,0,8,0,2
食え,0,0,2,0,0,0,0
食おう,0,0,2,0,0,0,0
食っ,0,0,16,0,5,0,1
食べ,0,0,0,1,3,0,0
食べる,0,0,0,1,1,0,0
食わ,0,0,4,0,6,0,0
食わし,0,0,1,0,0,0,0
飲ま,0,0,2,0,0,0,0
飲まさ,0,0,0,0,1,0,0
飲まし,0,0,1,0,0,0,0
飲み,0,0,3,0,3,0,0
飲み干し,0,0,0,0,1,0,0
飲み過ごし,0,0,1,0,0,0,0
飲む,0,0,11,0,2,0,0
飲め,0,0,1,0,1,0,0
飲める,0,0,0,0,1,0,0
飲もう,0,0,2,0,0,0,0
飲ん,0,0,20,0,9,0,0
飼っ,0,0,1,0,1,0,0
飽か,0,0,0,0,1,0,0
飽き,0,0,0,0,1,0,0
飽くまで,0,0,2,0,0,0,0
飾っ,0,0,0,1,1,0,0
飾ら,0,0,0,1,0,0,0
飾る,0,0,0,0,1,0,0
養っ,0,0,0,0,1,0,0
養わ,0,0,0,0,1,0,0
饑,0,8,0,0,0,0,0
首肯,0,0,1,0,1,0,0
首肯い,0,0,3,0,3,0,0
馬鹿げ,0,0,0,0,1,0,0
馬鹿馬鹿しい,0,0,0,0,2,0,0
馬鹿馬鹿しく,0,0,0,0,1,0,0
馳けつけ,0,0,1,0,1,0,0
馳け込む,0,0,1,0,0,0,0
馳け込ん,0,0,0,0,1,0,0
馳せ,0,0,0,0,1,0,0
馴らし,0,0,0,0,1,0,0
馴れる,0,0,0,0,1,0,0
馴れれ,0,0,0,0,1,0,0
駆っ,0,0,2,0,0,0,0
駆ら,0,0,1,0,1,0,0
駈け,0,0,0,0,1,0,0
駈け下り,0,0,0,0,1,0,0
駭かし,0,0,1,0,0,0,0
騒,0,0,1,0,0,0,0
騒々しい,0,0,0,0,1,0,0
騒々しく,0,0,1,0,0,0,0
騒い,0,0,0,0,1,0,0
騒がし,0,0,1,0,0,0,0
騒がしい,0,0,0,0,1,0,0
騒ぐ,0,0,0,0,1,0,0
騙さ,0,0,0,0,1,0,0
騙し,0,0,0,0,1,0,0
騙す,0,0,0,0,1,0,0
騰る,0,0,1,0,0,0,0
驚,0,0,0,0,2,0,0
驚い,0,1,2,0,20,1,0
驚かさ,0,0,0,0,6,0,0
驚かし,0,0,0,0,2,0,0
驚かす,0,0,0,0,1,0,0
驚き,1,0,0,0,12,0,0
驚く,0,0,0,0,1,0,0
驚ろい,0,0,24,0,0,0,0
驚ろか,0,0,3,0,0,0,0
驚ろかさ,0,0,4,0,0,0,0
驚ろかす,0,0,1,0,0,0,0
驚ろき,0,0,3,0,0,0,0
驚ろきゃ,0,0,1,0,0,0,0
驚ろく,0,0,4,0,0,0,0
高,0,0,0,0,1,0,0
高い,0,1,19,14,13,0,0
高かっ,0,0,2,0,1,0,0
高かろう,0,0,0,0,1,0,0
高く,0,2,9,10,3,0,1
高じ,0,0,1,0,1,0,0
高まっ,0,0,0,0,1,0,0
高め,0,0,1,0,0,0,0
鬱陶しい,0,0,1,0,0,0,0
鳴い,0,0,2,2,1,0,0
鳴き,0,0,0,1,0,0,0
鳴っ,0,0,2,2,2,0,3
鳴ら,0,0,1,0,0,0,0
鳴らさ,0,0,0,1,0,0,0
鳴らし,0,0,13,2,1,0,3
鳴らす,0,0,0,0,2,0,0
鳴り,0,0,2,3,0,0,0
鳴る,0,0,0,2,1,0,0
鹿爪らしく,0,0,0,0,1,0,0
麗々,0,0,1,0,0,0,0
黄いろい,0,1,0,0,0,0,0
黄色い,0,0,1,0,1,0,0
黒い,1,0,23,28,20,0,3
黒く,0,0,3,2,1,0,0
黒ずん,0,0,1,0,2,0,0
黙っ,0,3,50,2,38,0,0
黙り,0,0,0,0,1,0,0
黙り合っ,0,0,0,0,1,0,0
黙り込ん,0,0,0,0,1,0,0
黙れ,0,0,0,0,0,0,1
黴臭く,0,0,0,0,1,0,0
