,souseki_AI.txt,rashomon.txt,sorekara.txt,ginga_tetsudono_yoru.txt,kokoro.txt,kumono_ito.txt,serohikino_goshu.txt
因る,0,0,1,0,0,0,0
困っ,0,0,10,2,2,0,1
困ら,0,0,3,0,4,0,0
困らす,0,0,0,0,1,0,0
困り,0,0,5,0,2,0,0
困る,0,0,18,1,11,0,3
囲い,0,0,0,0,1,0,0
囲ま,0,0,0,2,0,0,0
固く,0,0,7,0,6,0,0
固め,0,0,2,0,0,0,0
固より,0,0,29,0,13,0,0
圧さ,0,0,2,0,0,0,0
圧し,0,0,1,0,0,0,0
圧し潰さ,0,0,0,0,1,0,0
在る,0,0,1,0,0,0,0
坐し,0,0,1,0,0,0,0
坐っ,0,0,24,0,42,0,0
坐ら,0,0,0,0,2,0,0
坐らし,0,0,1,0,0,0,0
坐り,0,0,0,0,3,0,0
坐り込み,0,0,0,0,1,0,0
坐り込む,0,0,0,0,1,0,0
坐り込ん,0,0,2,0,0,0,0
坐る,0,0,2,0,2,0,0
垂らし,0,0,1,0,0,0,0
垂れ,0,0,3,3,0,2,0
垂れる,0,0,0,0,1,0,0
埋っ,0,0,0,0,1,0,0
埋まっ,0,0,1,0,1,0,0
埋まる,0,0,0,0,1,0,0
埋め,0,0,1,0,3,0,0
埋める,0,0,1,1,1,0,0
埋もれ,0,0,0,1,0,0,0
執っ,0,0,2,0,2,0,0
執ら,0,0,2,0,0,0,0
執り,0,0,0,0,2,0,0
執る,0,0,2,0,3,0,0
堅い,0,0,2,0,3,0,0
堅く,0,0,1,2,5,0,0
堪え,0,0,19,0,4,0,0
堪える,0,0,2,0,1,1,0
堪ら,0,0,2,0,7,0,0
堪り,0,0,2,0,2,0,0
報せ,0,0,1,0,0,0,0
塗っ,0,1,1,1,2,0,0
塗り,0,0,1,0,0,0,0
塗り付け,0,0,5,0,1,0,0
塗り固め,0,0,0,0,1,0,0
塗り立てる,0,0,1,0,0,0,0
塗り込ん,0,0,1,0,0,0,0
塞い,0,1,2,0,1,0,0
塞がっ,0,0,0,0,2,0,0
塞ぐ,0,0,0,0,1,0,0
塞ごう,0,0,0,0,1,0,0
塞る,0,0,0,0,1,0,0
増え,1,0,0,0,1,0,0
増し,0,1,3,1,1,0,0
増す,0,0,1,0,4,0,0
壊さ,0,0,0,1,0,0,0
壊し,0,0,1,0,1,0,0
売っ,0,1,1,0,1,0,0
売り,0,0,0,0,1,0,0
売り払っ,0,0,2,0,1,0,0
売る,0,1,1,0,1,0,0
売れ,0,0,0,1,2,0,0
売ろう,0,0,0,0,1,0,0
売払い,0,0,1,0,0,0,0
変え,1,0,5,0,1,0,1
変えよう,0,0,0,0,1,0,0
変える,0,0,0,0,1,0,0
変じ,0,0,1,0,0,0,0
変ずる,0,0,1,0,0,0,0
変っ,0,0,21,1,19,0,0
変ら,0,0,13,0,5,0,0
変り,0,0,0,0,4,0,0
変る,0,0,4,0,6,0,0
変わっ,2,0,0,0,0,0,0
変わら,2,0,0,0,0,0,0
変わり,1,0,0,0,0,0,0
外し,0,0,6,0,2,0,0
外す,0,0,1,0,0,0,0
外らさ,0,0,0,0,1,0,0
外らし,0,0,1,0,1,0,0
外れ,0,0,1,1,3,0,0
外れる,0,0,0,0,1,0,0
多,0,0,0,0,1,0,0
多い,0,0,8,0,2,0,0
多かっ,0,0,0,1,1,0,0
多く,0,0,7,0,5,0,0
多分,0,1,1,0,0,0,0
夜通し,0,0,0,0,0,0,1
夢み,0,0,0,0,2,0,0
大,0,0,0,1,0,0,0
大いなる,0,0,4,0,2,0,0
大いに,0,0,23,0,1,0,0
大き,0,0,0,1,0,0,0
大きい,0,0,2,1,0,0,0
大きく,0,1,10,10,0,0,0
大きな,0,4,51,32,34,2,2
大した,0,0,8,3,10,0,0
大して,0,0,1,0,3,0,0
大へん,0,0,0,6,0,0,4
大人し,0,0,2,0,0,0,0
大人しい,0,0,1,0,2,0,0
大人しく,0,0,2,0,0,0,0
大分,0,0,36,0,7,0,0
大変,0,0,23,0,24,0,0
大層,0,0,2,0,1,0,0
大抵,0,0,17,0,11,0,0
大方,0,1,2,0,6,0,0
太,0,0,1,0,0,0,0
太い,0,0,1,1,0,0,0
太る,0,1,0,0,0,0,0
失い,0,0,1,0,1,0,0
失いかけ,0,0,1,0,0,0,0
失う,0,0,1,0,1,0,0
失く,0,0,2,0,0,0,0
失くし,0,0,0,0,1,0,0
失くなっ,0,0,0,0,1,0,0
失せ,0,0,1,0,0,0,0
失っ,0,0,9,0,9,0,0
失わ,1,0,3,0,4,0,0
奏し,0,0,0,0,1,0,0
奢っ,0,0,2,0,0,0,0
奪い,0,0,1,0,0,0,0
奪う,0,0,0,0,1,0,0
奪っ,0,2,2,0,0,0,0
奪ら,0,0,0,0,2,0,0
奪わ,0,0,0,0,3,0,0
好,0,0,5,0,3,0,0
好い,0,0,125,0,73,2,0
好かっ,0,0,5,0,11,0,0
好かろう,0,0,4,0,4,0,0
好く,0,0,18,0,9,0,0
好けれ,0,0,0,0,1,0,0
好ま,0,0,2,0,0,0,0
好ましい,0,0,1,0,0,0,0
好み,0,0,0,0,2,0,0
好もしく,0,0,0,0,1,0,0
好ん,0,0,1,0,2,0,0
如何な,0,0,1,0,0,0,0
如何なる,0,0,5,0,0,0,0
如何に,0,0,13,0,0,0,0
妨げる,0,0,0,0,1,0,0
始っ,0,0,3,0,0,0,0
始まっ,0,0,4,0,5,0,0
始まら,0,0,0,0,1,0,0
始まり,1,0,1,0,1,0,0
始まる,2,0,0,0,4,0,0
始め,2,1,70,0,60,2,0
始める,0,0,1,0,4,0,0
始り,0,0,2,0,0,0,0
始る,0,0,1,0,0,0,0
委しく,0,0,3,0,0,0,0
委ね,0,0,1,0,0,0,0
威張っ,0,0,3,0,2,0,0
媚びる,0,0,0,0,1,0,0
嫁,0,0,4,0,1,0,0
嫁ぐ,0,0,4,0,0,0,0
嫌,0,0,1,0,11,0,0
嫌う,0,0,1,0,1,0,0
嬉し,0,0,5,0,12,0,1
嬉しい,0,0,1,0,5,0,0
嬉しかっ,0,0,1,0,2,0,0
嬉しく,0,0,3,0,2,0,0
存じ,0,0,2,0,1,0,0
存する,0,0,1,0,0,0,0
学び,1,0,0,0,0,0,0
学ぶ,1,0,0,0,1,0,0
学ん,0,0,1,0,0,0,0
守っ,0,0,1,0,2,0,0
守る,0,0,1,0,1,0,0
安,0,0,2,0,0,0,0
安々,0,0,1,0,0,0,0
安い,0,0,1,0,0,0,0
安かっ,0,0,0,0,1,0,0
安かろう,0,0,0,0,1,0,0
安っぽく,0,0,1,0,0,0,0
完う,0,0,0,0,1,0,0
定まっ,0,0,1,0,0,0,0
定め,0,0,5,0,7,0,0
定めし,0,0,0,0,1,0,0
定める,0,0,1,0,0,0,0
宛て,0,0,2,0,3,0,0
宛てがっ,0,0,0,0,2,0,0
宜,0,0,0,0,4,0,0
宜い,0,0,5,0,1,0,0
宜う,0,0,4,0,0,0,0
宜かろう,0,0,4,0,0,0,0
宜しい,0,0,3,0,0,0,0
宜しく,0,0,6,0,2,0,0
宜しけれ,0,0,0,0,1,0,0
害し,0,0,1,0,0,0,0
害する,0,0,1,0,1,0,0
容れ,0,0,1,0,0,0,0
容易く,0,0,0,0,4,0,0
宿し,0,0,1,0,0,0,0
宿っ,0,0,1,0,1,0,0
宿る,0,0,0,0,1,0,0
寄こさ,0,0,1,0,1,0,0
寄こし,0,0,3,0,2,0,0
寄こす,0,0,0,0,1,0,0
寄せ,0,0,12,2,3,0,0
寄せる,0,0,0,0,2,0,0
寄っ,1,0,8,2,3,0,0
寄ら,0,0,1,0,2,0,0
寄り付か,0,0,2,0,0,0,0
寄り添っ,0,0,0,0,1,0,0
寄り集り,0,0,0,0,0,0,1
寄る,0,0,3,0,1,0,0
富ん,0,0,1,0,5,0,0
寐,0,0,52,0,0,0,0
寐る,0,0,4,0,0,0,0
寐転び,0,0,1,0,0,0,0
寐転ん,0,0,2,0,0,0,0
寒,0,1,1,1,2,0,0
寒い,0,0,4,0,7,0,0
寒く,0,0,1,0,1,0,0
寛い,0,0,0,1,0,0,0
寛く,0,0,0,0,1,0,0
寛ろい,0,0,1,0,2,0,0
寝,0,0,0,1,23,0,0
寝そべっ,0,0,0,0,2,0,0
寝よう,0,0,0,0,1,0,0
寝る,0,0,0,0,6,0,0
寝入っ,0,0,0,0,2,0,0
察し,0,0,1,0,0,0,0
察せ,0,0,0,0,1,0,0
寧ろ,0,0,42,0,0,0,0
対い合っ,0,0,1,0,0,0,0
対し,1,0,60,0,51,0,0
対する,1,3,19,0,38,0,0
封じ,0,0,0,0,1,0,0
封じる,0,0,0,0,2,0,0
封じ込め,0,0,2,0,1,0,0
専ら,0,0,1,0,0,0,0
射,0,0,3,0,1,0,0
射し,0,0,1,2,3,0,0
射し込ん,0,0,1,0,0,0,0
射す,0,0,1,0,3,0,0
射る,0,0,0,0,1,0,0
射竦める,0,0,1,0,0,0,0
射込ん,0,0,1,0,0,0,0
射返し,0,0,1,0,1,0,0
尊い,0,0,0,0,3,0,0
尊む,0,0,0,0,1,0,0
尋い,0,0,0,0,0,1,0
尋ね,4,0,16,1,26,0,0
尋ねよう,0,0,1,0,0,0,0
尋ねる,0,0,2,0,3,0,0
導,0,0,1,0,0,0,0
導い,0,0,0,0,1,0,0
小,0,0,1,0,0,0,0
小さい,0,0,4,4,2,1,0
小さかっ,0,0,0,1,0,0,0
小さく,0,0,2,8,4,0,0
小さな,0,1,7,40,6,1,2
小ぢんまり,0,0,0,0,1,0,0
小憎らしく,0,0,1,0,0,0,0
小高い,0,0,0,0,2,0,0
少し,5,3,123,27,93,1,3
少ない,0,0,2,0,6,0,0
少なかっ,0,0,1,0,2,0,0
少なから,0,0,1,0,1,0,0
少なき,0,0,1,0,0,0,0
少なく,0,0,9,0,11,0,0
尖がら,0,0,1,0,0,0,0
尖っ,0,1,0,5,1,0,1
尖り,0,0,0,0,1,0,0
尤も,0,0,33,0,0,0,0
就い,0,0,9,0,0,0,0
就き,0,0,1,0,0,0,0
尽かさ,0,0,3,0,0,0,0
尽かし,0,0,0,0,2,0,0
尽き,0,0,0,0,3,0,0
尽きる,0,0,3,0,2,0,0
尽くし,0,0,1,0,0,0,0
尽し,0,0,12,0,2,0,0
尽す,0,0,4,0,0,0,0
尽せ,0,0,1,0,0,0,0
居,0,1,17,14,1,0,0
居っ,0,0,3,0,0,0,0
居り,0,0,2,3,0,7,2
居る,0,0,9,9,0,0,0
居合せ,0,0,0,0,1,0,0
居直り,0,0,0,0,1,0,0
居竦まっ,0,0,0,0,1,0,0
屈ん,0,0,0,1,0,0,0
届,0,0,0,0,2,0,0
届い,0,0,2,0,3,0,0
届き,0,0,1,0,0,0,0
届く,0,0,1,0,1,0,0
届け,0,0,2,0,0,0,0
届ける,0,0,0,0,1,0,0
届こう,0,0,0,0,1,0,0
属す,0,0,1,0,0,0,0
属する,0,0,2,0,1,0,0
屡,0,0,4,0,0,0,0
履ん,0,0,1,0,0,0,0
屹と,0,0,0,0,1,0,0
崇め,0,0,1,0,0,0,0
崩さ,0,0,2,0,0,0,0
崩せる,0,0,0,0,1,0,0
崩れ,0,1,2,0,1,0,0
嵌め込ん,0,0,1,0,0,0,0
嵩ん,0,0,1,0,0,0,0
巧,0,0,1,0,0,0,0
巨きく,0,0,0,1,0,0,0
巨きな,0,0,0,4,0,0,1
差し,0,0,3,0,6,0,0
差し上げ,0,0,0,0,2,0,0
差し上げる,0,0,0,0,1,0,0
差し当り,0,0,2,0,1,0,0
差し込み,0,0,0,0,1,0,0
差し込ん,0,0,0,0,1,0,0
差す,0,0,0,0,1,0,0
差せる,0,0,0,0,1,0,0
差当り,0,1,1,0,0,0,0
差支え,0,0,0,0,8,0,0
己,0,1,3,0,0,0,0
已ま,0,0,1,0,1,0,0
已み,0,0,0,0,1,0,0
已む,0,0,0,0,1,0,0
已むなく,0,0,2,0,0,0,0
已め,0,0,19,0,7,0,0
已めよう,0,0,0,0,1,0,0
已める,0,0,2,0,0,0,0
已ん,0,0,1,0,0,0,0
巻,0,0,1,0,0,0,0
巻い,0,0,1,0,3,0,0
巻き,0,0,2,0,0,0,0
巻きつけ,0,0,0,0,2,0,0
巻き付け,0,0,1,0,0,0,0
巻き収め,0,0,1,0,1,0,0
巻き納める,0,0,1,0,0,0,0
巻き込め,0,0,1,0,0,0,0
巻き返し,0,0,1,0,0,0,0
帯び,0,0,9,0,6,0,0
帯びる,0,0,1,0,2,0,0
帰さ,0,0,0,0,1,0,0
帰し,0,0,8,0,3,0,0
帰っ,0,0,84,9,93,0,4
帰ら,0,0,5,2,3,0,1
帰り,0,0,5,1,23,0,0
帰り掛け,0,0,0,0,1,0,0
帰る,1,1,31,2,30,0,1
帰れ,0,0,2,0,3,0,0
帰れる,0,0,0,0,1,0,0
帰ろう,0,0,0,0,2,0,0
幅ひろく,0,0,0,1,0,0,0
干し,0,1,1,0,1,0,0
干上り,0,0,1,0,0,0,0
平たい,0,0,2,2,0,0,0
平たく,0,0,1,0,1,0,0
年来,0,0,0,0,1,0,0
年老っ,0,0,0,1,0,0,0
并べ,0,0,2,0,0,0,0
并ん,0,0,1,0,0,0,0
幸い,0,1,2,0,2,1,0
広,0,0,1,0,3,0,0
広々,0,0,0,0,1,0,0
広い,0,3,10,3,14,0,0
広かっ,0,0,1,0,0,0,0
広がっ,3,0,0,0,0,0,0
広く,0,0,2,0,1,0,1
広げ,0,0,4,0,2,0,0
庇う,0,0,1,0,0,0,0
度々,0,0,1,0,2,0,0
座っ,0,0,0,6,0,0,1
座ら,0,0,0,1,0,0,0
座り,0,0,0,1,0,0,0
座る,1,0,0,0,0,0,0
廃さ,0,0,1,0,0,0,0
廃し,0,0,3,0,0,0,0
廃せ,0,0,1,0,0,0,0
廃そう,0,0,2,0,0,0,0
廃め,0,0,2,0,0,0,0
延ばさ,0,0,2,0,0,0,0
延ばし,0,1,6,0,3,0,0
延ばす,0,0,2,0,0,0,0
延び,0,0,7,2,2,0,0
延びる,0,0,2,1,0,0,0
延べる,0,0,0,0,1,0,0
建て,0,0,2,0,3,0,0
建て増し,0,0,1,0,0,0,0
廻さ,0,0,2,0,0,0,0
廻し,0,0,1,0,2,0,0
廻そう,0,0,1,0,0,0,0
廻っ,0,0,8,0,8,0,0
廻ら,0,0,0,0,2,0,0
廻り,0,0,0,0,3,0,0
廻る,0,0,4,0,4,0,0
弁え,0,0,0,0,1,0,0
弁じ,0,0,1,0,0,0,0
弁ずる,0,0,1,0,0,0,0
弄する,0,0,0,0,1,0,0
弄っ,0,0,1,0,0,0,0
弄ぶ,0,0,1,0,0,0,0
引い,0,0,6,2,5,0,0
引か,0,0,1,0,0,0,0
引き,0,0,1,0,1,0,0
引きあげ,0,0,0,0,0,0,1
引きかえ,0,0,0,0,1,0,0
引きさい,0,0,0,0,0,0,1
引きずっ,0,0,0,0,1,0,1
引き上げ,0,0,3,0,2,0,0
引き上げる,0,0,1,0,0,0,0
引き付け,0,0,1,0,2,0,0
引き伸ばし,0,0,1,0,0,0,0
引き出し,0,0,1,0,1,0,0
引き去っ,0,0,0,0,1,0,0
引き取っ,0,0,4,0,3,0,0
引き取ら,0,0,0,0,2,0,0
引き取り,0,0,0,0,1,0,0
引き取る,0,0,0,0,1,0,0
引き受け,0,0,3,0,2,0,0
引き合せ,0,0,0,1,0,0,0
引き延ばす,0,0,1,0,0,0,0
引き払っ,0,0,1,0,0,0,0
引き抜い,0,0,1,0,2,0,0
引き掛け,0,0,1,0,0,0,0
引き掻く,0,0,0,0,1,0,0
引き摺っ,0,0,3,0,0,0,0
引き放そう,0,0,1,0,0,0,0
引き添う,0,0,0,0,1,0,0
引き渡し,0,0,1,0,0,0,0
引き渡す,0,0,1,0,0,0,0
引き留め,0,0,1,0,3,0,0
引き移っ,0,0,0,0,5,0,0
引き移り,0,0,0,0,1,0,0
引き移る,0,0,1,0,0,0,0
引き裂い,0,0,0,0,1,0,0
引き起さ,0,0,1,0,0,0,0
引き起し,0,0,1,0,0,0,0
引き起す,0,0,3,0,0,0,0
引き込め,0,0,1,0,0,0,0
引き込める,0,0,2,0,0,0,0
引き込もう,0,0,0,0,1,0,0
引き込ん,0,0,1,0,0,0,0
引き返し,0,0,8,0,4,0,0
引く,0,0,3,0,0,0,0
引け,0,0,2,0,0,0,0
引っ張っ,0,0,0,0,1,0,0
引っ張ら,0,0,0,0,1,0,0
引っ張り,0,0,1,0,3,0,0
引っ掛け,0,0,1,0,1,0,0
引っ掛っ,0,0,1,0,0,0,0
引っ繰り返し,0,0,2,0,1,0,0
引っ繰り返っ,0,0,0,0,1,0,0
引っ越し,0,0,0,0,3,0,0
引っ込め,0,0,0,4,1,0,0
引っ込ん,0,0,0,1,0,0,0
引取っ,0,0,1,0,0,0,0
引取り,0,1,0,0,0,0,0
引受け,0,0,1,0,0,0,0
引張っ,0,0,4,0,2,0,0
引張り,0,0,1,0,0,0,0
引続い,0,0,1,0,0,0,0
引繰り返っ,0,0,2,0,0,0,0
引繰返し,0,0,1,0,0,0,0
引越す,0,0,3,0,0,0,0
引込ん,0,0,2,0,0,0,0
引返し,0,0,2,0,0,0,0
弛ん,0,0,2,0,0,0,0
弱,0,0,2,0,0,0,0
弱い,0,0,1,0,5,0,0
弱く,0,0,0,0,2,0,0
弱っ,0,0,2,0,2,0,0
弱ら,0,0,0,0,1,0,0
弱り,0,0,2,0,1,0,0
張,0,0,12,2,4,0,0
張りあげ,0,0,0,0,1,0,0
張り上げ,0,0,0,0,1,0,0
張る,0,0,0,0,1,0,0
張れる,0,0,1,0,0,0,0
強,0,1,0,0,0,0,0
強い,0,1,19,0,39,0,0
強いて,0,0,3,0,3,0,0
強いる,0,0,2,0,0,0,0
強かっ,0,0,1,0,2,0,0
強く,0,0,7,1,15,0,0
強め,0,0,0,0,1,0,0
強請っ,0,0,1,0,0,0,0
強請ら,0,0,1,0,0,0,0
弾い,0,0,1,0,0,0,15
弾か,0,1,0,0,1,0,0
弾き,0,0,0,0,1,0,11
弾き出し,0,0,0,0,0,0,1
弾き返さ,0,0,0,0,1,0,0
弾く,0,0,0,0,0,0,5
弾け,0,0,1,0,0,0,2
当っ,0,0,6,0,2,1,0
当て,0,0,11,0,0,0,0
当てはまら,0,0,0,0,1,0,0
当に,0,0,2,0,0,0,0
当ら,0,0,3,0,0,0,0
当り,0,0,1,0,0,0,0
当る,0,0,4,0,4,0,0
当ろう,0,0,0,0,1,0,0
当分,0,0,12,0,10,0,0
当然,0,1,2,0,4,0,0
彩,0,0,0,0,2,0,0
彫り付け,0,0,0,0,3,0,0
彷徨い,0,0,1,0,0,0,0
往々,0,0,1,0,0,0,0
往き,0,0,1,0,0,0,0
往っ,0,0,2,0,2,0,0
往ん,0,2,0,0,0,0,0
待た,0,0,2,0,1,0,0
待たし,0,0,1,0,1,0,0
待ち,0,0,1,1,3,0,0
待ち受け,0,0,1,0,4,0,0
待ち受ける,0,0,3,0,3,0,0
待ち合せる,0,0,1,0,0,0,0
待ち合わし,0,0,2,0,0,0,0
待ち合わせる,0,0,0,0,1,0,0
待ち暮らし,0,0,1,0,0,0,0
待ち構え,0,0,1,0,0,0,1
待ち焦れ,0,0,0,0,1,0,0
待ち設け,0,0,2,0,0,0,0
待ち遠しい,0,0,1,0,0,0,0
待っ,0,3,23,8,16,0,2
待つ,0,0,1,0,5,0,0
待て,0,0,0,0,0,0,1
待とう,0,0,1,0,1,0,0
待設け,0,0,1,0,0,0,0
後らし,0,0,0,0,1,0,0
後れ,0,0,1,0,5,0,0
後れる,0,0,0,0,1,0,0
従う,0,0,1,0,0,0,0
従っ,0,3,27,0,3,0,0
得,0,0,87,0,43,0,0
得る,1,0,26,0,10,0,0
御座い,0,0,3,0,0,0,0
御座ん,0,0,2,0,0,0,0
微笑み,8,0,0,0,0,0,0
微笑み返し,1,0,0,0,0,0,0
微笑ん,3,0,0,0,0,0,0
徴し,0,0,1,0,1,0,0
徹し,0,0,1,0,0,1,0
徹する,0,0,1,0,0,0,0
心づい,0,0,1,0,2,0,0
心なく,0,0,0,0,1,0,0
心安く,0,0,2,0,0,0,0
心得,0,0,15,0,7,0,0
心掛け,0,0,1,0,0,0,0
心細,0,0,1,0,2,1,0
心細い,0,0,2,0,2,0,0
心苦し,0,0,1,0,1,0,0
心苦しく,0,0,1,0,1,0,0
必ず,0,0,11,0,13,0,0
必竟,0,0,8,0,8,0,0
忌々しく,0,0,1,0,0,0,0
忌み嫌っ,0,0,0,0,1,0,0
忌む,0,0,0,0,1,0,0
忌わしい,0,0,1,0,0,0,0
忌ん,0,0,2,0,0,0,0
忍び,0,0,1,0,3,0,0
忍ん,0,0,2,0,0,0,0
志し,0,0,1,0,0,0,0
忘れ,1,3,16,7,27,0,0
忘れよう,0,0,0,0,1,0,0
忘れる,0,0,1,1,9,0,0
忙がし,0,0,0,1,0,0,0
忙がしい,0,0,4,0,0,0,0
忙がしく,0,0,2,0,0,0,0
忙し,0,0,6,0,4,0,0
忙しい,0,0,5,0,7,0,0
忙しかっ,0,0,2,0,0,0,0
忙しかろう,0,0,0,0,1,0,0
応え,0,0,5,0,1,0,0
応える,0,0,5,0,0,0,0
応じ,0,0,11,0,8,0,0
応ずる,0,0,1,0,2,0,0
快く,0,0,0,0,4,0,0
快よ,0,0,2,0,0,0,0
快よい,0,0,2,0,0,0,0
快よく,0,0,3,0,1,0,0
念じ,0,0,0,0,1,0,0
忽ち,0,0,10,0,5,0,0
忽然,0,0,2,0,2,0,0
怒,0,0,8,2,1,0,2
怒ら,0,0,6,1,0,0,0
怒らし,0,0,3,0,0,0,0
怒らす,0,0,0,0,1,0,0
怒り,0,0,1,0,1,0,0
怒り付ける,0,0,1,0,0,0,0
怒る,0,0,1,0,0,0,1
怒れ,0,0,1,0,0,0,0
怒鳴り,0,0,0,0,1,0,0
怒鳴り付け,0,0,0,0,1,0,0
怖,0,0,0,0,1,0,0
怖々,0,0,1,0,0,0,0
怖い,0,0,2,0,0,0,0
怖かっ,0,0,0,0,1,0,0
怖く,0,0,1,0,1,0,0
怖れ,0,0,1,0,0,0,0
怖ろし,0,0,1,0,0,0,0
怖ろしい,0,0,1,0,0,0,0
思,0,0,1,18,0,0,0
思い,0,0,13,0,60,2,2
思いあたる,0,0,0,0,2,0,0
思いの外,0,0,3,0,0,0,0
思い出さ,0,0,2,0,2,0,0
思い出し,4,0,18,0,19,1,0
思い出す,1,0,3,0,3,0,0
思い出せ,0,0,0,0,1,0,0
思い出そう,0,0,2,0,0,0,0
思い切っ,0,0,20,0,9,0,1
思い定め,0,0,0,0,1,0,0
思い当ら,0,0,0,0,1,0,0
思い掛け,0,0,1,0,0,0,0
思い比べ,0,0,0,0,1,0,0
思い浮べ,0,0,0,0,1,0,0
思い煩っ,0,0,0,0,1,0,0
思い直し,0,0,0,0,1,0,0
思い立っ,0,0,1,0,2,0,0
思い立つ,0,0,0,0,1,0,0
思い至っ,0,0,1,0,0,0,0
思い詰め,0,0,0,0,1,0,0
思い誤っ,0,0,0,0,1,0,0
思い起し,0,0,0,0,1,0,0
思い込ん,0,0,0,0,3,0,0
思い返し,2,0,1,0,0,1,0
思い違え,0,0,0,0,3,0,0
思う,2,2,61,0,61,0,3
思う様,0,0,1,0,0,0,0
思え,0,0,8,0,13,0,1
思っ,1,2,188,15,109,0,8
思ひ,0,0,0,26,0,0,0
思ひかへし,0,0,0,1,0,0,0
思ひ出さう,0,0,0,1,0,0,0
思ひ出し,0,0,0,1,0,0,0
思ふ,0,0,0,9,0,0,0
思わ,0,2,44,0,55,1,3
思わしく,0,0,1,0,0,0,0
思遣り,0,0,1,0,0,0,0
怠,0,0,1,0,0,0,0
怠け,0,0,1,0,0,0,0
急,0,0,2,0,2,0,0
急い,0,0,4,6,7,0,2
急きこん,0,0,0,1,0,0,0
急ぎ,0,0,1,1,0,0,0
急ぐ,0,0,4,1,0,0,0
急げ,0,0,0,0,1,0,0
怨ずる,0,0,1,0,0,0,0
怪しから,0,0,4,0,0,0,0
怪しま,0,0,1,0,0,0,0
怪しむ,0,0,1,0,1,0,0
怪しん,0,0,1,0,0,0,0
怯む,0,0,1,0,0,0,0
怯ん,0,0,1,0,0,0,0
恋,0,0,0,0,1,0,0
恋しく,0,0,1,0,0,0,0
恐い,0,0,0,0,0,0,1
恐しい,0,0,0,0,0,3,0
恐らく,0,1,2,0,2,0,0
恐る,0,0,2,0,3,0,0
恐るる,0,0,2,0,1,0,0
恐る恐る,0,1,0,0,0,0,0
恐れ,0,0,8,0,10,0,0
恐れる,0,0,0,0,0,1,0
恐れ入り,0,0,1,0,0,0,0
恐ろし,0,0,2,0,6,0,0
恐ろしい,0,0,3,0,11,0,0
恐ろしかっ,0,0,2,0,2,0,0
恐ろしく,0,0,3,0,0,0,0
恥ずかし,1,0,0,0,2,0,0
恥ずかしい,0,0,0,0,2,0,0
恥ずかしく,0,0,0,0,1,0,0
恨み,0,0,0,0,1,0,0
恨む,0,1,0,0,0,0,0
恨めし,0,0,1,0,0,0,1
恨めしく,0,0,1,0,0,0,0
恨ん,0,0,1,0,0,0,0
息づい,1,0,0,0,0,0,0
息み,0,0,1,0,0,0,0
恰度,0,0,0,1,0,0,0
恵ん,0,0,1,0,0,0,0
悉,0,0,1,0,0,0,0
悉く,0,0,17,0,6,0,0
悔い,0,0,2,0,1,0,0
悟っ,0,0,7,0,2,0,0
悟ら,0,0,0,0,1,0,0
悟る,0,0,0,0,1,0,0
悩まさ,0,0,1,0,3,0,0
悩まし,0,0,1,0,0,0,0
悩ます,0,0,0,0,1,0,0
悩み,0,0,0,0,1,0,0
悪,0,0,3,0,3,0,0
悪い,0,3,53,3,36,0,5
悪かっ,0,0,4,0,8,0,0
悪かろう,0,0,1,0,0,0,0
悪く,0,0,18,1,17,0,0
悪し,0,0,1,0,2,0,0
悪びれ,0,0,1,0,0,0,0
悪ま,0,0,1,0,0,0,0
悪る,0,1,0,0,0,0,0
悪るい,0,0,1,0,0,0,0
悪ん,0,0,3,0,0,0,0
悲し,0,0,1,1,2,1,0
悲しい,0,0,0,0,7,0,0
悲しかっ,0,0,1,0,3,0,0
悲しく,0,0,1,0,2,0,0
悲しむ,0,0,2,0,0,0,0
情な,0,0,0,0,1,0,0
情ない,0,0,1,0,0,0,1
惚け,0,0,1,0,0,0,0
惜,0,0,1,0,0,0,0
惜し,0,0,0,1,1,0,0
惜しい,0,0,2,0,3,0,0
惜しく,0,0,0,0,1,0,0
惜しむ,0,0,0,0,1,0,0
惜み,0,0,1,0,0,0,0
惜む,0,0,0,0,1,0,0
惨,0,0,0,0,1,0,0
想い,0,0,1,0,2,0,0
想い出し,0,0,0,0,1,0,0
想い出す,0,0,0,0,1,0,0
想い出せ,0,0,0,0,1,0,0
想い到ら,0,0,1,0,0,0,0
想い浮かべ,0,0,0,0,1,0,0
惹い,0,0,0,0,1,0,0
惹か,0,0,0,0,1,0,0
惹かさ,0,0,0,0,1,0,0
惹く,0,0,2,0,0,0,0
愈,0,0,11,0,0,0,0
愕い,0,0,0,0,0,0,1
愚図々々,0,0,4,0,0,0,0
愚図愚図,0,0,0,0,1,0,0
愛さ,0,0,2,0,0,0,0
愛し,0,0,9,0,10,0,0
愛する,0,0,1,0,1,0,0
愛せ,0,0,0,0,1,0,0
感じ,11,1,48,0,30,0,0
感じる,0,0,1,0,0,0,0
感ずる,0,0,6,0,5,0,0
感ぜ,0,0,5,0,10,0,0
慌ただしく,0,0,1,0,0,0,0
慌てふためい,0,1,0,0,0,0,0
慎ま,0,0,0,0,1,0,0
慎ん,0,0,0,0,3,0,0
慣れ,1,0,6,0,5,1,0
慣れる,0,0,1,0,1,0,0
慮り,0,0,0,0,1,0,0
慰め,0,0,2,1,3,0,0
慰めよう,0,0,0,0,1,0,0
